video_id;labels;conf
-JVITToppE0;bottle;0.9106566905975342
-KeFvjm_hcA;person;0.9958142042160034
-L4RYm9Tq7I;person;0.9705041646957396
-L4RYm9Tq7I;person;0.6414093971252441
0zMSMJZc9EA;;
0ZAA9Y4F37I;person;0.996350646018982
0vXLU9BnDPc;person;0.9971148371696472
0vXLU9BnDPc;person;0.9076594710350036
0vXLU9BnDPc;vase;0.5141317248344421
0Rj7pHC_6jc;person;0.9009084105491638
0Rj7pHC_6jc;person;0.7089569568634033
0PpNlNJ6Nng;person;0.903098165988922
0PpNlNJ6Nng;person;0.867089569568634
0NWKUHl6JLY;;
0Nip-J6u8C0;person;0.8711974024772644
0noUI5HLY4I;person;0.9186614155769348
0nVO-yU0oxM;person;0.9839410781860352
0MyCrMrkMFo;person;0.99747896194458
0MyCrMrkMFo;person;0.7563650012016296
0nybdPCuvRI;person;0.97373765707016
0nybdPCuvRI;person;0.9406886100769044
0mlNzVSJrT0;;
0oXu0XfXYYE;person;0.9674289226531982
0NS51Iph2Ms;person;0.9991375803947448
0NS51Iph2Ms;person;0.9971580505371094
0NS51Iph2Ms;tie;0.7786387205123901
0oBodJHX1Vg;person;0.9290091991424559
0oBodJHX1Vg;person;0.8655426502227783
0O2IAz1E9Ts;person;0.9982426762580872
0O2IAz1E9Ts;person;0.7914504408836365
0mAS2Gxs08w;tie;0.9758672118186952
0mAS2Gxs08w;tie;0.96676504611969
0mAS2Gxs08w;person;0.957474946975708
0mAS2Gxs08w;person;0.912099540233612
0lXX3dJUAGY;;
0l35jAGQPOI;person;0.9994902610778807
0l35jAGQPOI;person;0.9949973821640016
0JcNT6jYGwI;;
0KRpcUAtg00;;
0lbJHqAGpbA;person;0.9871076345443726
0KEFbtZQdnE;;
0KFC9dZ7bxU;tv;0.8238208889961243
0Juc2cL26mg;person;0.7862226963043213
0jmDHoPUGKI;tv;0.5436024069786072
0lr497GhD04;;
0IC3II1i5yM;person;0.7974663376808167
0IC3II1i5yM;vase;0.6477730870246887
0I9vWjc9nao;person;0.9991918206214904
0GQmGOju6CE;person;0.8363192677497864
0gW9EnfWzDw;person;0.965345859527588
0H-JHIGRRNM;person;0.9444165229797364
0H-JHIGRRNM;person;0.870535671710968
0gwkMY-mzUQ;person;0.972292184829712
0gLsukihjVg;person;0.9992132186889648
0GKC_nj7B44;person;0.8101521134376526
0gv90B5DIPo;person;0.9945557117462158
0gv90B5DIPo;person;0.7526499032974243
0gv90B5DIPo;tie;0.7457647323608398
0GGbHtKmobQ;person;0.9949302077293396
0HX039UdGpU;person;0.9411243796348572
0HX039UdGpU;cat;0.8834857940673828
-pOSRBAqUdM;;
0hcp-eMOn4E;person;0.86830735206604
0hcp-eMOn4E;person;0.6711033582687378
0gDVWPPgMKY;person;0.9933617115020752
0gDVWPPgMKY;person;0.9362374544143676
0eUk_VN3e2A;person;0.9886325001716614
0enOVnTDmqA;person;0.9990401268005372
0ETrC_c14ms;person;0.9732590913772584
0ETrC_c14ms;person;0.9607454538345336
0dSR-9mtuzk;;
0eOtSEkLVtw;;
0EbFotkXOiA;person;0.9996501207351683
0EPY1CKFecs;;
0f7CuSU_huU;car;0.672705888748169
0fOZ4Nwm5Pg;person;0.9929976463317872
0fepqIO57f8;cell phone;0.6568888425827026
0FBYDz1_EPs;;
0DpCDxoj_Xg;person;0.8736883401870728
0DpCDxoj_Xg;person;0.8449938297271729
0doVNhCyoA4;;
0b6l7MIaGdA;person;0.9815627932548524
0b6l7MIaGdA;person;0.7380271553993225
0bSE-rh7jFg;person;0.9971743822097778
0bSE-rh7jFg;person;0.9627583026885986
0bSE-rh7jFg;person;0.5586605668067932
0bSE-rh7jFg;person;0.5226462483406067
0bXCbVGb04A;person;0.8171690106391907
0bXCbVGb04A;dog;0.576058566570282
0AWUKX5D_ak;person;0.9981974363327026
0AUFyFEt35g;;
0bXJGZgR1BU;;
0aFhzGEBQlk;;
0ANDjPQPS_Q;cake;0.9408140778541564
-HoAafTYR9w;person;0.9918873310089112
-HoAafTYR9w;tie;0.9675108194351196
0C3pC-uonZU;dog;0.5136849284172058
0aan7Vtcco0;person;0.9476616382598876
0aan7Vtcco0;person;0.577705979347229
1RZYOeQeIXE;person;0.951200783252716
1RZYOeQeIXE;person;0.7042509913444519
1RZYOeQeIXE;person;0.5759693384170532
0s6-iFoCFNQ;person;0.973054051399231
0s6-iFoCFNQ;pizza;0.7784758210182191
0VsgQmCPgoI;person;0.9468989968299866
0VsgQmCPgoI;person;0.7196452617645264
1R0Xgq1bxZI;person;0.9293553829193116
1QmPCVW6jOs;;
1purAy2MsOc;dining table;0.6965524554252625
1n4rqMnxaig;person;0.9837316274642944
1n4rqMnxaig;person;0.9798515439033508
1n4rqMnxaig;person;0.8884380459785461
1PhPYr_9zRY;person;0.9896126985549928
1PhPYr_9zRY;person;0.8204991221427917
1PhPYr_9zRY;dog;0.5757261514663696
1PhdQdJjDZc;person;0.6186444163322449
1oFQ76ctfS0;person;0.9901686310768129
1oFQ76ctfS0;person;0.9791004061698914
1oFQ76ctfS0;person;0.9757474064826964
1oFQ76ctfS0;person;0.9753175377845764
1oFQ76ctfS0;cup;0.970611333847046
1oFQ76ctfS0;dining table;0.5484617948532104
1ndx3Hl-7ls;;
1qIj0m7-sHI;;
1M5r_B1_WZ8;person;0.9315519332885742
1M5r_B1_WZ8;person;0.8160046935081482
1M5r_B1_WZ8;person;0.7999477982521057
1M5r_B1_WZ8;person;0.5940958261489868
1JXq9779zwU;train;0.9809092879295348
1JNxKJnPDAs;;
0Rt329xQUjM;person;0.9894487857818604
0Rt329xQUjM;person;0.9558745026588441
0Rt329xQUjM;bottle;0.6477459669113159
1HJkmKODN4Y;;
1iUgR_lKn1c;person;0.9783306121826172
1huD-o3abV8;person;0.841089129447937
1I0cUTXwr-k;person;0.6583835482597351
1hTLGlgZ4Z8;;
1HLMi1s6Tho;person;0.8908402323722839
1HLMi1s6Tho;cup;0.700648307800293
1iGBHh1q0Kg;;
1hX1KSKqVmo;;
0tO_l_Ed5Rs;;
0VQysq26ozE;;
1J76wN0TPI4;person;0.9337523579597472
0vKkwJwL77Y;;
1HcoMNJUiM0;dog;0.9189120531082152
1HBvOZlvj_w;tie;0.994995892047882
1HBvOZlvj_w;person;0.9806020259857178
1HBvOZlvj_w;person;0.8783262372016907
1HBvOZlvj_w;tie;0.5950490832328796
0QOPb9DlOfY;dog;0.6765931248664856
1DRhHMy-D4E;;
1glTOFPECNI;person;0.9611074924468994
1glTOFPECNI;person;0.9105549454689026
1EC8lBwroOc;person;0.993337333202362
1EC8lBwroOc;person;0.9897780418395996
1EC8lBwroOc;person;0.9272730350494384
1eS_17CG9sk;person;0.9304697513580322
1eS_17CG9sk;person;0.9176160097122192
1eS_17CG9sk;cup;0.5013534426689148
1FJD7jZqZEk;;
1e5vRpODASk;;
1eKa8ju_b2A;wine glass;0.9952348470687866
1eKa8ju_b2A;person;0.9818098545074464
1emNguW5xAA;tennis racket;0.5559065937995911
0RxhuBwCwMs;person;0.9778773188591005
0RxhuBwCwMs;person;0.833225667476654
1h7KV2sjUWY;;
0PWu3BRxn60;;
1gSu12JpKP8;person;0.9119611978530884
1gSu12JpKP8;tv;0.7917035818099976
1dQEfL2BfUM;;
1DQ9UTz5j8o;person;0.8712795972824097
1bSDtlARvPI;;
1A_aWbz6D5A;person;0.9984250664711
1A_aWbz6D5A;person;0.9213491082191468
1A_aWbz6D5A;person;0.8951842784881592
1A_aWbz6D5A;tie;0.5355010032653809
19QxOZU0zkQ;person;0.9878669977188109
1ce456Nnkt8;;
1csFTDXXULY;person;0.9602693915367126
1cgK-BIrXes;person;0.9968445301055908
1Aoc-cd9eYs;person;0.916452705860138
1A_feeLPImg;person;0.9637061953544616
1A_feeLPImg;person;0.9603201150894164
1CYch47uOZU;person;0.9983199834823608
1CYch47uOZU;person;0.9153326153755188
18thGW1YjRM;person;0.9976052641868592
18thGW1YjRM;person;0.9445577263832092
1cUUfMeOijg;;
18RqtFuaNe8;person;0.6295645236968994
15nf2EBBNu0;;
1640fZpYBSY;person;0.9911388158798218
16W7c0mb-rE;cake;0.7076387405395508
16a1LttU5qc;person;0.77788245677948
15uSD6tHi2I;person;0.954586386680603
17wT_2StvnM;person;0.8235799074172974
17wT_2StvnM;person;0.6668786406517029
17x4Auq4Tw4;;
15UK0924t_o;person;0.9787287712097168
15UK0924t_o;person;0.9281330704689026
15UK0924t_o;person;0.5481323003768921
18QHSoWPygQ;;
1-jXHDiRnC0;person;0.9789586067199708
1-jXHDiRnC0;person;0.8157703876495361
1-jXHDiRnC0;tv;0.7559014558792114
1-jXHDiRnC0;person;0.6493818163871765
133w0dT64A0;person;0.9863348603248596
10ndJuFP1PY;person;0.9963762760162354
10ndJuFP1PY;person;0.6900190711021423
12m1rG0Tj7U;person;0.919911563396454
12m1rG0Tj7U;tie;0.8108863830566406
12B8DNBoYRA;;
13434sOl4Zo;sandwich;0.531946063041687
11K013qpRR4;;
14G7U6pTcFk;;
10fjaHpOeWo;;
13xFL17XmYU;person;0.8108183741569519
13xFL17XmYU;person;0.7951732873916626
13hdKXfku4M;person;0.6307923197746277
13hdKXfku4M;person;0.543876588344574
13hdKXfku4M;person;0.5415587425231934
0zZ0Y_UZRBw;person;0.9951499104499816
0XARMt12oFk;;
0XElmYomloA;person;0.964353322982788
0XR-FwfdOos;tie;0.9988440871238708
0XR-FwfdOos;person;0.9962259531021118
0WPYpeJA__U;person;0.9939826726913452
0Yp9WS6cJFA;bicycle;0.9759292006492616
0XuOkYlUWIs;;
0ycLaWymtKk;;
0xCggNCs2kU;;
2b5C6Xp3pwA;person;0.995405614376068
2b5C6Xp3pwA;bottle;0.8857995867729187
272qtYHyylk;tie;0.8328601121902466
27GV1PS8_Cw;person;0.9518451094627379
26ZX7NbOhks;;
23ILq4uxd-w;person;0.9176032543182372
23ILq4uxd-w;person;0.8735142350196838
23ILq4uxd-w;person;0.7427204251289368
23ILq4uxd-w;person;0.7172481417655945
23ILq4uxd-w;frisbee;0.6439734101295471
22iCU_bsApA;person;0.9715017080307008
21jcP-1w4DA;person;0.9818691611289978
25Uouf_9DUk;person;0.9924501180648804
25Uouf_9DUk;person;0.9700856208801271
24HFgBQawWA;;
25ibuwW4Dm4;;
266EI7hdjFs;;
24-AhdoN_Nk;;
23QOy9Q2qNI;person;0.991162359714508
260mj1dmJhU;person;0.9312466382980348
260mj1dmJhU;tie;0.8461151719093323
20DPgRoyQn0;;
20bpjtCbCz0;person;0.873835027217865
1ZqFDsq09H8;;
1zNr8Pf1QkY;person;0.9886977672576904
1zNr8Pf1QkY;cup;0.8491982221603394
1Znl8OUBa_o;;
1zO2JEV6He0;person;0.9896383881568908
1zO2JEV6He0;person;0.9892318844795228
1ZXWwIjQnHs;person;0.8857902288436891
1ZAPwfrtAFY;person;0.994624137878418
1ZAPwfrtAFY;person;0.7564414739608765
1zKXeSkAgEs;person;0.9956646561622621
1yf8ZSjtXiI;;
2-tzlBFotjA;person;0.8499525189399719
2-tzlBFotjA;person;0.8417320251464844
2-tzlBFotjA;person;0.6751143336296082
2-bTbRjqjoE;person;0.9968047142028807
2-bTbRjqjoE;person;0.9819264411926271
2-bTbRjqjoE;dining table;0.5605438947677612
2--Pg-y3xNk;tie;0.9977469444274902
2--Pg-y3xNk;person;0.9843275547027588
1_OVkSsH4NY;person;0.8670867085456848
1_Nr0hrjR24;person;0.9129316806793212
1x_5E3gquFo;person;0.9938662648200988
1x_5E3gquFo;person;0.9713462591171264
1x_5E3gquFo;person;0.8596867322921753
1x_5E3gquFo;person;0.8248903155326843
1XY8dPnIORc;;
1x77e4XvqZ4;;
1XKSo2mFC6c;person;0.9658621549606324
1XKSo2mFC6c;person;0.7519808411598206
1XsKiDXWtyE;tv;0.8377420902252197
1XsKiDXWtyE;dog;0.6263415813446045
1WRUGR-glbQ;;
1WREZPc-kqQ;;
1Xgm5R4eMao;person;0.9973098039627076
1Xgm5R4eMao;person;0.8751968145370483
1Wo6WEBhBBw;;
1Wk8ZRgXQnY;;
-kxPDAiuijo;person;0.989705204963684
-kxPDAiuijo;person;0.9653102159500122
1xvyVnkcgtE;;
1WDj0DddCcM;person;0.9968410730361938
1WDj0DddCcM;person;0.9461249113082886
1w9tf3vSuVs;person;0.9897786378860474
1w9tf3vSuVs;person;0.9642662405967712
1Sh6UqeRHdM;;
1SnWTW6YXbE;bus;0.5458256602287292
1U1u5aKU3AY;;
1UPJ_Uk9s5c;person;0.8265589475631714
1sJHx2s4Pp4;tv;0.6579675674438477
1sl5KJ69qiA;;
1sqyuXCwcBA;person;0.9678184390068054
1sqyuXCwcBA;person;0.9606854319572448
1UpvW5LiE2k;person;0.7061957716941833
1vtYKgv28Jw;;
2_dkBgK4Mbk;person;0.9929899573326112
2_dkBgK4Mbk;person;0.9879367351531982
2_dkBgK4Mbk;person;0.971237301826477
2_dkBgK4Mbk;person;0.8801019191741943
2_dkBgK4Mbk;tie;0.855912446975708
2XPF3Snm9JE;person;0.9269276261329652
2XPF3Snm9JE;person;0.6566815972328186
2vPw8QbzFTo;;
2XLw9U7Z1CM;person;0.5762118697166443
2VP846QcA_4;person;0.9789870977401732
2v4-L4PkV9U;person;0.994642436504364
2v4-L4PkV9U;car;0.6814783215522766
2VggEmXPnGw;dog;0.7636439800262451
2VggEmXPnGw;person;0.7420815825462341
2VggEmXPnGw;person;0.6879972815513611
2UPIKvHp_m8;;
2v34qDKvLqM;person;0.7702951431274414
2TQAP-uAN9I;person;0.9869109988212584
2vJDniqV8V4;oven;0.5346006751060486
2UByqalCfnk;person;0.9989787936210632
2UByqalCfnk;person;0.5647872686386108
2UmRhLA3Qzk;;
2Vm27xL57O0;;
2tDKp41nrw8;person;0.9967370033264159
2TfXp8KDvKw;person;0.9607143402099608
2TCHVvJ73kM;person;0.9619713425636292
2QHltvwTjSk;;
2pVHOaT9CZ4;person;0.8969781994819641
2PH7dK6SLC8;person;0.8739687204360962
2nJ3U5dzvPs;;
2MxAwOC_o5w;person;0.998535692691803
2MxAwOC_o5w;person;0.9982742071151732
2MxAwOC_o5w;person;0.9878983497619628
2kpJ4GbVvNc;dog;0.5875542163848877
2kfIkm5qVsQ;person;0.8361341953277588
2KuqjW0WtZg;tv;0.998498797416687
2kyS6SvSYSE;person;0.9983007311820984
2kyS6SvSYSE;person;0.990061581134796
2ktuvx9hrMw;person;0.9542654156684875
2m2HLU5uVwg;person;0.9829461574554444
2m2HLU5uVwg;person;0.9643227458000184
2m2HLU5uVwg;tie;0.6884955763816833
2lCW-iaOZ_M;;
2lyQj9M2MhY;;
2mrOcJNPxEc;person;0.7902291417121887
2mrOcJNPxEc;sports ball;0.7247875928878784
2mrOcJNPxEc;person;0.69278883934021
1XvdgeXuyPs;;
2MiQonPvlVM;tv;0.8942985534667969
2kCbFmjEi6A;;
2GrKY7Qqal8;person;0.9979600310325624
2GrKY7Qqal8;tie;0.5710156559944153
2iC9IGKIP50;person;0.8731229901313782
2iC9IGKIP50;person;0.7400438785552979
2iC9IGKIP50;person;0.6693224310874939
2h_TxIxx-Kg;person;0.7405292391777039
2h_TxIxx-Kg;person;0.5698122978210449
2in8XqiElwc;;
2jP6MFBXFaA;;
2J6bJnwr1rw;person;0.999403476715088
2HboMs0vbsE;;
2jhwGiO5XJ8;person;0.9794373512268066
2jhwGiO5XJ8;person;0.9200035929679872
2jSWMme12ik;;
3N3c3ZX6hoM;person;0.9874128699302672
3MA_64gyaA0;person;0.9289502501487732
3Mg0SCxwvMo;person;0.9916267395019532
3mB2fIt7vzw;;
3mUtNE82ZV4;person;0.9845020174980164
3mUtNE82ZV4;person;0.5546879172325134
3McYSX6jSIg;;
3mRjN1Focog;person;0.9686375856399536
3L_a9HxXzS0;person;0.9954389333724976
2rx8VHNG-DE;person;0.991277813911438
2sxuAm569IY;train;0.901405930519104
3oHhw_9bQk0;;
2Zvmi5BzDbs;person;0.9973552227020264
2Zvmi5BzDbs;person;0.992497980594635
2Zvmi5BzDbs;person;0.9895936846733092
2Zvmi5BzDbs;person;0.9163979291915894
3LNeBf7bOTU;cat;0.9133225083351136
3jcolXvi8IA;;
3kerBt7kuBU;;
3jtjkXSvuJw;teddy bear;0.935128390789032
3k6RD9zVvpE;person;0.9928601384162904
3KmIMuLh4Vs;person;0.9170072674751282
3KmIMuLh4Vs;potted plant;0.6963295340538025
3j5eGupDWY4;person;0.8583587408065796
3j5eGupDWY4;dog;0.7606304287910461
3K4WG7Tqza4;person;0.9932292699813844
3K4WG7Tqza4;person;0.9915946722030641
3K4WG7Tqza4;person;0.95915424823761
2wJESCSvFU8;;
3K0wXkf0QAY;;
2wbc8x-RHiY;person;0.9177945852279664
2wbc8x-RHiY;person;0.5394097566604614
3LJh6TReA5w;;
2NlNEj2mCIg;person;0.5074184536933899
2SJ0hgdciNE;person;0.9968749284744264
2SJ0hgdciNE;person;0.995291829109192
2SJ0hgdciNE;person;0.6691529154777527
2SJ0hgdciNE;baseball glove;0.510764479637146
3lgcBZdMZxM;person;0.9369201064109802
3lgcBZdMZxM;person;0.922255516052246
2XQft9iwSqg;person;0.987461805343628
2XQft9iwSqg;person;0.986359715461731
2XQft9iwSqg;person;0.9792113900184632
2XQft9iwSqg;person;0.9479814171791076
2XQft9iwSqg;person;0.857385516166687
2XQft9iwSqg;person;0.829939067363739
3j4ay18xokg;person;0.980808973312378
3j4ay18xokg;person;0.9081185460090636
3j4ay18xokg;person;0.8450440168380737
3j4ay18xokg;tie;0.8107128739356995
2P6dG-csseU;;
2PQCLZbzxq8;person;0.9981065988540648
3iXwXYflCSI;person;0.98494553565979
3iXwXYflCSI;person;0.9624642133712769
3iXwXYflCSI;person;0.6344102025032043
3hn14sIQc6E;person;0.8581036329269409
3g5O-kT9m8k;person;0.992790460586548
3HXIkBeKQ14;person;0.9760371446609496
3gTyF-wLa-E;person;0.9885125160217284
3gTyF-wLa-E;person;0.95707768201828
3gTyF-wLa-E;tie;0.8832335472106934
3gTyF-wLa-E;cup;0.7373109459877014
3Haf2k6R8sI;person;0.6825710535049438
3gx7O2H_Kmg;cat;0.73238605260849
3GUYMZXyf9Y;person;0.9693881273269652
3GUYMZXyf9Y;cup;0.8919035792350769
3GUYMZXyf9Y;potted plant;0.5434967279434204
3GUYMZXyf9Y;dining table;0.5303972959518433
3HhK7HbX3Qs;person;0.8992291688919067
3HhK7HbX3Qs;person;0.8757277131080627
3HhK7HbX3Qs;person;0.7830521464347839
2QK6Usg2KT0;person;0.9997128844261168
2QK6Usg2KT0;cup;0.8581383228302002
2nVPFdqejD0;person;0.9996365308761596
2nVPFdqejD0;person;0.997569978237152
3iUfzN4RAB8;;
2nUW3nIOOOg;person;0.9730677008628844
2nUW3nIOOOg;person;0.8872992992401123
2WHcBwq2wHc;person;0.9122485518455504
2WHcBwq2wHc;person;0.813327431678772
2X9eJF1nLiY;;
3IaL0li-LWU;person;0.7748360633850098
3g246c6Bv58;;
2nshBD9EbxE;person;0.86847323179245
3eY394uqk9Q;person;0.9522968530654908
3BHcVPSD4p0;person;0.9811619520187378
39idVpFF7NQ;person;0.9966890811920166
39idVpFF7NQ;person;0.9900130629539491
39idVpFF7NQ;tie;0.5793046951293945
38dYSj3F-Lo;person;0.987832486629486
3ATQvgkXT9E;person;0.9952051639556884
3ATQvgkXT9E;person;0.7699382901191711
38I1jsA91iQ;person;0.9412661194801332
3AV1GuBI-0Q;person;0.9025150537490844
3AV1GuBI-0Q;tie;0.8873147964477539
391JeKrI30w;;
3a3vMfOCb3Q;person;0.9195544719696044
3A-3NaPA3QU;person;0.9776338338851928
2S2qtGisT34;person;0.9358461499214172
2qzrjzN5ns0;person;0.950677216053009
2qzrjzN5ns0;person;0.7777138352394104
3BEpWWxPXSU;person;0.8847407102584839
3BEpWWxPXSU;tv;0.6615138649940491
2QMjAiy_2t8;person;0.9778553247451782
2QMjAiy_2t8;person;0.9742558002471924
2QMjAiy_2t8;person;0.9686787128448486
2QMjAiy_2t8;car;0.6173261404037476
2NpetP71B1o;person;0.7725964188575745
3baKe4B3eyI;person;0.9935400485992432
3baKe4B3eyI;person;0.6654605269432068
2Nlo2ekTRvI;cake;0.6812967658042908
3b24Q8Bz7b4;;
