video_id;category_id
0HX039UdGpU;23
bnfwClgheF0;28
P1-UTlnjeVg;28
OU9IwxU7N78;17
gbRijjvIeyk;2
E4c7EE8_IX0;10
iLN0_ghe-Tc;24
37z3bfXu3BA;10
8bNu6Ktj858;24
ZYXIAzqOgoY;26
VM-g_bkFdzo;10
MCW5HUkrr-o;28
buUazE5BR38;10
MNzBFgwkU0A;10
UNnHy6Qc5-c;23
vll33KEoCcc;15
56KYMMGudcU;10
LmO1y1ISuak;28
FvBcYkY7ZGo;24
kP3xrSPYi-0;10
JuhWVxLtfWQ;17
Vk-HI3SDoH0;24
7cqYiUmutGI;24
3frnBoqqI_Q;28
lJM8qqEy35c;25
nranUeNkXpM;23
hsYCNQ9DA-w;27
ih8ex84QoH4;22
e5IRkF20JmU;24
xutm6oMTBw8;26
SHI6LfICx6k;10
bNF9VJgfPS4;26
OlJykKOuank;26
3v0c6smpHSk;1
ZsvViZgVXL8;24
RyH8TWLribw;17
Sy3ERg7OCWo;10
eIns8Y0xegE;29
rwFfo61fVSY;22
Z4b6BPaO944;10
vGTTSdrV37U;24
YzTWzK2Ke5Q;10
au2n7VVGv_c;10
oFBuCp19L7M;24
cOZa0SpqANg;26
-7_ATlZ-zMc;17
Gnxv9OH-giQ;22
acIRvVxB4go;26
qooQd8AA7_M;10
QRis1pHOhj4;23
59w7ymFyQVI;1
m0AZ5LKlGyk;22
l5S5DM564O8;17
ayOi5ZW-kgU;26
p2P5jrcNwY4;17
paRcIxlBq5c;22
cccyOn99s4Y;24
OsSKFlk8oEo;24
G5V0rsKkMDo;10
W86cTIoMv2U;24
OZsYiWBgFOk;1
iWVlOHSmzzo;24
vWYyZMH_QjA;1
w1fN1_9BNM8;10
bFbOHqCpeFs;10
ODLwIlXK-9o;26
nRJuIrO9GaU;23
UKKYt6fWob8;25
Dg--VBBuWhk;20
BWhqHJtvbPo;24
5UL5wZJPLEg;17
GO4hi9004hg;10
hUDAcPr9dQs;24
8ZivfJUezjA;26
wIPzAALdjaQ;24
yejbi6aD8IA;23
TUmyygCMMGA;25
yOOiVK31h7g;24
IU-Fo-QEpOI;17
jXuAqchqTs8;24
c-3JxzN2u34;25
q3j6708kzEY;23
uIzhXFnhURQ;24
A8QY1IRPGTY;25
o31pGcwUmCM;10
i_nLsG_asQg;10
DfxhWPvhFCQ;24
uCnPZHrrSDU;17
-oCQn2VkStI;28
Yjf5scyjifU;24
t0Ro2Yqs6mA;25
6zRtrLBg3vk;24
KtA3Wp8eNgA;24
9qlF_9PNhJs;15
-5WBCrazSfg;17
EUfZCJtfAYA;15
7ZhaNwZbco8;25
1zO2JEV6He0;23
eIj9vqnhQ6I;1
GjwjzIFcX7U;24
AB_u_kOSP8Y;17
KROef3M9gjk;23
U4COOi4942A;25
q260bjSiyq0;10
KiAdIPw_QCk;24
6HOO1d3ltA8;25
q9bGAAYR2MY;23
58sRIu0PUok;17
AjMBDpRXsYA;25
aZ7F1yRM5vg;15
RiVuoe-jaE0;25
tml1mo26jmw;10
AvFNCNOyZeE;28
qg0GdM60syI;27
8vambqBQVwk;26
pihJVwap7iI;10
xegUPsJaUKc;22
uljtvXrkdbc;1
kIUHDwn51y8;2
of_i4P9QwyM;22
PmH948yZwhE;10
n_S8d_1KVhU;20
97IfPfjSaDg;1
qtWjb6ZJ3OQ;17
Wfoy_OvNDvw;28
JfQ3W0wjGh4;1
hSXf6ozQEwo;24
hn4mxYDmWgo;23
4uTNVumfm84;10
pj6k-EFxqAI;10
Z9cB0TjfIkM;1
_9wK8hVvjAU;17
FA_gIAGNDQ8;25
b33PN2NB2Do;25
1ndx3Hl-7ls;28
ctBVhyZxXYY;24
zbGSbZXzvqw;23
yLdav-8af6g;1
W8vXDp7NuFs;24
D30jtARAEh0;25
X-5yy4ETxlQ;24
li5fmOV33hE;17
OgcqNuWfFFA;22
3k6RD9zVvpE;10
sV7QeEJ9daI;26
I8S7ZH4-wIs;17
eDelIZDzmwQ;24
Ecd4eA067P0;24
UkXBG_DL1ec;24
VJlSq6h0LNg;17
T8lWjQRhQXY;10
mE5bohQxxx0;27
f1xIeTCgoFk;22
R8QfoQYUsek;24
LX0wFKvticI;17
98QDI87DdcY;2
dbMtuJ1tZnc;24
_GcsQuOGPPk;26
f2kesmAO8VU;26
DPCW4yvWQT4;24
JefYnYIXY_8;27
dQjTQFRZsD4;10
tOr88uFiOjQ;1
Rm09nLK-Pg8;24
-1yT-K3c6YI;22
Dm1tTSZHj8Y;27
melV2fR6-T0;26
8Jmd7-1quDM;22
KX0fOxBVMRc;26
phiDj5nlF5c;27
dOv-1NG-YKc;22
xIbQZpwVweE;22
ROZgx6HXw2k;1
w9JQf4Lw46g;24
CWAX-tiepMo;1
0r-zYs6NQu8;27
hwjdXBxeWsc;24
e89IWTGdIuQ;17
vug4bROR79I;17
IFasecLYzD0;19
YsXK7vGLoTA;10
--uXQQ0h-yQ;24
Cfn25A6krNg;25
AKmlFyQaiXo;24
eeOnYPobY_g;10
feYykx3Fq-k;1
yN7N0P2TxHQ;10
arJ5h2TY3I4;24
fOhB5JyEkOQ;24
qOvMazijKMA;27
gd5a6LUuU-w;10
A9k89DYdHKQ;10
qCSu-X_aEvo;23
UPPkvPe5WJ8;24
Ub3ot5DC_iE;24
OtkMzh9lilI;23
JKFgn6tNU6w;1
koUB3vl737c;25
iXcqpJQD5II;26
_NWs7ntMRBA;10
WeOwqu6gOPs;22
0C3pC-uonZU;15
UgpL43chE-E;24
tMLy3u0I8VI;26
vHwOMWGAg_o;23
ArVEH6KS6dA;10
A3_c-aSZF5M;1
r9lQggOQGvw;24
RdAKIVgTKuw;22
mQ055hHdxbE;10
jHZTzXteoU8;26
0xCggNCs2kU;10
fGHOLz35L8M;15
FnAx2bLICOo;17
zNqSvg5qwGw;25
PaJCFHXcWmM;10
v_CnHkclnC8;22
4AtOU0dDXv8;25
bqgVB6Vl-lI;24
BCGt31FpN5c;17
hKqzBGE5w-0;24
x_joMJBrT34;23
NnpyRKfAyik;15
dsNNfiA6qjs;24
VioegwSjypk;23
aRz_XfwcVtU;10
9VH4yQrU_SY;23
yUMalTN2OvM;10
PyXpoGbwGL0;25
elmet3x4AeI;10
-HrakxB4Klo;28
oMOljrWUUXc;2
B4C10LKAcZQ;24
My4RA5I0FKs;28
ydRw4zylmbw;24
aBQDFQwfX2w;25
8fbyfDbi-MI;10
H8bmr4oR19c;26
lOT0GOyw2pY;25
jQF5Q3773uk;28
o8Z_FMVbJqI;22
EQwhPkX3fnM;22
sfxilYIycTc;26
TudhYwBrgYg;26
2BwxeOzSx8A;1
tUbky9YzPZY;22
HPdmdO0ZxgA;25
Mgfe5tIwOj0;10
QDk-xa1oBXw;26
Om_zGhJLZ5U;1
iz4bGGhf9Xc;26
7bfS6seiLhk;24
Zjp0mdMeIPU;10
D-IkMEDaNQY;24
voozHXadYYE;27
rYzLh2QuraQ;24
_0ovuLsnU1A;24
wEkCf0IVAV4;26
5SuDuzAtUwA;28
kjkw7rKhPfc;28
lqTKup-wpEU;26
EcFJbKJxjDA;10
ufynqs_COF4;10
MLFQxVOvan4;25
Gs26bZTRkdU;27
NHrwcQQ38bA;17
WbYqfpnw7sE;22
gNXoxfeyzmI;23
ut6UYwbt6Xk;1
-RUbNqpwOt8;24
_qQsPw4CqUI;10
gegW-vR_UHo;10
lCuewNV_KyQ;24
Yq4_YocuVeg;24
_0p3gPzPGNs;22
au3S8F08v54;10
BidS_rcf7UU;10
1vc1cKeor5A;1
g_WBVi-bu9Q;28
_fQtxKmgJC8;20
EQqIiTk2fy4;22
GuKSrYux-Is;26
GiEuzWc62V4;24
8PwD3DUTJWM;26
zX1_qEVop0Q;22
-A9rYcBmBFo;24
E9za4QHGnqQ;10
jibff9m0SjQ;24
JlcJaCS4BPM;25
HqwVFXyCfOI;24
ug7voYQnUaE;25
jG1JY0rt2Os;10
xLtYmhj-0Kg;24
SipouoqLyxM;10
KQRq9FZqNj0;10
NJAtY43vsl8;24
EYeIEou-5kg;1
Len0qLhmhL0;10
v5QCBkrbuy4;17
G2U_H5dFKH0;24
92BKdIai4ck;1
lRXHd3HNzEo;28
zvb2kBii-OU;10
Cp6j-izXLtE;24
dJgoTcyrFZ4;25
WHzTLDP4o_Q;1
4tpIiSqyiLo;24
MMGrzOu1amQ;24
JNWwVDkj24g;27
sOIBkZsGb0A;23
tJv-xtxKkQY;20
GQ6cKZ3Zf9A;26
muYm5x8DyLA;22
zEf423kYfqk;10
HuJkBDBloa0;24
S7kG641iA_g;24
qNYhd5QtAlE;24
8KgiaRPxRnQ;20
wPE9SdE7X_Q;27
bNcj9iR956M;23
equJbwmh7DI;25
r-8NzNW6mXs;27
soYZ2yzxEjM;24
r3W2qepsQe4;24
IumYMCllMsM;10
fi483E-A8P4;26
MWbQdgjsvJI;26
dAfqL3Hts_U;24
floMqK_yHf8;10
Sbp8MmSc2kQ;25
aZUopuhqwCM;10
hYip_Vuv8J0;28
ixxR3ZoqnF0;10
0b6l7MIaGdA;22
rAH8qm5oQHg;20
b1BAq8T9kqY;26
Zukh-0csKPc;22
83paNSKdfNM;24
7Jz8wZbXuDA;17
LryQJ25CnKU;10
45dj8U3xSFU;24
LLiXwMQW_VQ;24
tEmodtG8NV0;26
hXzcIoq2ing;2
OZqsFkJpvj0;24
WOUZxG1JcGI;25
-QxZv_wJ1aA;15
_xwX82Y0Oro;24
BOKzXQdA4Nw;1
_AghmSP95nI;24
LU6xDgpnIyM;23
w7m0T370Dkk;24
ZDk03lHV47Q;26
W8_T7MMywcs;24
a33EuuqAP9U;26
ad_higXixRA;24
Atx-0_G1KHQ;24
c_KdAO6MqiM;27
MLywBJCOK6Q;28
FY8T06A-j_c;17
tlqXVsoiwd8;25
pspGtXW0QYo;15
Zxag9p-63RU;24
1mpdJcGj8Qg;28
v1pN6cj8TuE;22
5_O5bT3hfkQ;28
eKHUU2NHP5U;20
R8WBN3fJmwM;26
hGAA98YZBZw;17
oyC4lLTOyL8;27
_7985zBEM3o;22
t1v0BgiYgHE;24
RZU5HebzuP4;23
H_4ESBLJXQc;25
oD9XpUKD7y4;28
S0A4hBJHND4;24
c8DogLWrs90;26
Hu5FZYlCfc8;23
oGmIFXfgPM4;28
qK11sSjEM3c;17
r8KvT9pZs7k;25
lQkc0DcS7O4;17
WapBwuNtUzQ;24
HRstc9yxjBg;24
h4kv0iKgiks;17
eACohWVwTOc;10
tr7I4vokl78;23
QUDYmBTrudU;24
4cXsgT3ZcL8;26
sKLREPyI-dY;24
yko-YmuDm7E;23
tTkOuNrpqWQ;28
UjtOGPJ0URM;27
K4STcvndzbE;24
rXbrryghxAA;24
Htu3va7yDMg;10
xVArq_Qs9lY;1
VY_77F8TXe8;17
6EmFN1nRQ6M;24
ziLNTsTPL4k;23
a3Iaia_MYPc;15
3TwiPa39WnM;1
lYATz3STgew;10
71Es-8FfATo;10
9OeZYhjyweQ;23
3pCCjHDPq6U;27
dQhH0vPTSZY;22
3D_ZODCSKXo;24
MmiFNe00SP0;25
X9fHoWLf1w0;24
dT5ALH3ICTc;22
h_-JFUci0BM;10
Xx1tK0RyZxs;24
JRocY48P0qA;2
7Fpbkpsx3cM;1
lyqww9P7qyw;10
I8TVdFbFMg4;28
v23_b_V6beI;26
vKuy3NdLhlE;1
wHedpg7buow;27
P9Ijqa_2eu0;10
ShZ978fBl6Y;10
OM9h-llN4TY;1
IE-xepGLVt8;28
gfmXCAwBkCE;24
uzK1OmxS4CE;17
nCPIKP_84qs;1
Mhzmc7LRIGo;26
hEnWzvzVMaA;24
1e5vRpODASk;28
lE2iJ7ftB_g;17
pomoP2SH8Cg;24
chFKDaZns6w;24
payPzC_QHRw;17
yNOAs3poxMw;24
HiQHcbFJv_o;23
2lCW-iaOZ_M;24
_804kr2rMrQ;10
lE0eWRdSrY4;25
YgZiM_prrgo;22
JP5BL-lCoQI;24
JQbjS0_ZfJ0;10
__4c1JCHvaQ;26
uwQX7nz0aUs;23
NNJKWVmK-GM;19
qf_rqde7B0A;24
MJGkm0UwNRk;24
UuCq8mtK8J4;10
7SxLRFuEuLE;17
n-1QWWaRUZI;24
MvIwx0JThsk;10
w9dOyO1QM5Q;10
XTTf2fmh_QM;10
sfj3aX_ed7U;17
2aThW4BSdbQ;22
oR9gIJjMyis;26
ElKPnh0Q8pU;1
ZYCDNf1a-kY;24
SuHVvSsNY2E;17
RqAFeV8Bosc;17
GpEuHHMy-Z8;24
54BVvP7zvDQ;24
KHeAmpahI08;24
OKXLBEvGgTA;26
bEWLOo12UAU;10
pWqRw4NfFDA;1
dg2ROPhbHg4;25
mMJVmCSuxxo;26
rxwYxZSeCho;26
OL4LNg-iyY4;10
r5B5WmzdBKU;26
p5HH2UfZ2wE;15
Nsm8l89x2H4;27
0O2IAz1E9Ts;24
SKV6h_5XFbk;23
42FRgdjveGU;24
lY_0mkYDZDU;10
xZNBFcwd7zc;1
hDEc4ImIVHk;25
dY2jpeasD4w;24
6j-s9E3dRQ0;24
aj8mN_7Apcw;1
zmcGIBpgG-Y;19
yirvgC-kMq0;24
O4-j4kwtu9Y;28
DJMyDoYkioY;17
8q1NFlE17qs;10
hWgy6gAK9OA;24
uTH--XRCGxM;24
SuFMMvrf4ao;24
KObL442PWhQ;24
F6rBIWN8SsM;23
Sb_hCbZ80aQ;23
nr5Pj6GQL2o;28
0RxhuBwCwMs;23
fCuvR9LEczE;24
expKmfdoo28;23
o8lSb-UOA3M;26
tfREC-AkX20;25
azUbCdcAeFM;2
LtBpvxdI1yQ;24
4ZO-jde2smo;24
rP3UngLFou4;20
9fe3ECuYWlI;22
pcmbmC9cUUY;26
IfYRzxeMdGs;25
WMs3NOW1TDs;24
w77zPAtVTuI;24
1XsKiDXWtyE;24
0NS51Iph2Ms;25
CFa-pa0-VqI;26
88qeUDD9Vv0;24
Juad74hE6rs;26
LkpZFd2pZqY;24
Wpr2WvQn-kg;24
Fmonf-b8Jgs;17
pHvXZLREt9E;24
8l_e6bx8UG8;10
07S_Glj3uYs;10
9qRqfWJ6ONU;17
9QkNE2m4ZDM;23
7xN52zQzYy8;17
Djw1PmpZt9w;24
O-fydBL9g_k;10
jbeEE0RaEeA;20
TUUUh-51t1k;1
aVamZUeeR88;22
OPaybxgucww;23
L6vhib5e4so;26
suEeS2v334I;10
BOQ-wZQhZZo;24
0GQmGOju6CE;24
cAqmb-Pz4iM;17
XvHgyZYz2LY;26
I5X3vC-XsU0;24
TjXQzRWmb_I;1
lJFqvRwOiis;25
4pq_VGpPooM;20
t4YAyT4ihIQ;23
lzEctvL0vrg;27
DSG-zxGRkJw;27
ToY6sjSV8h8;10
S0nbOenwCLw;10
sQi0Yu1ApyE;24
KhxqJzr6FAE;24
FOLQlEh1D20;10
aCoDqL1dK9c;26
Xk_Gv89jzas;2
2kCbFmjEi6A;10
HQ9rgYcEstM;24
oNpzeIdOtlk;25
d8RW-WSpAhQ;22
8BQqX3bUqtY;10
T9UHD30MSGk;26
eEDZuFw34YM;28
VSVXhc5LlII;2
JqA6TZW9-0w;22
WfPu9Jrcpuk;10
qVYwqepVCY0;24
Uv2LvQ0FEvo;24
KQKtSekSi94;24
qgGooEyeNNc;10
vAuO3bHxSpc;22
ZQ8ir66M5XU;24
x4CF5pruJz4;20
dw74T9x6lDE;24
_mHSkHjInS4;1
qYmPNNvfawM;20
Tl_Qfj8780M;10
MMjmdNqIrSU;20
s1APv5uO2VU;22
OWYKrIKMO1M;23
LNxWTS25Tbk;22
rNCT91V5dQU;10
x-R19oA1m8w;10
mriYyuDmB58;23
9QojtREFuFU;22
tBnWnQrkz7E;24
fKuxh0E9mSI;10
xl3HhY2BTuU;17
MGYJuETPQEg;10
PgpOosts_Ms;24
5tCyAEMaE-I;24
yTyLXFAIfOI;26
PC1iHFQ0zEk;24
GRkHQ3RCW34;1
UNhI8F-C89o;24
Z9Mscw3O2XA;25
UJIo1AtoTss;10
UFXMfh5lKFs;17
IZMkv8_w1yI;20
59-oYSzold0;22
wrzwGuLTnOA;26
fGqdIPer-ms;10
mWaY32HWjKE;17
5jT8Qef5Hf8;10
JR06IhY4C2A;25
kl39KHS07Xc;27
tdfFoSC8_7k;28
ttf_EzEkxBk;17
PcYhtiJneHg;10
xsqInns6LXQ;24
dAyg7C2-mjQ;22
hXcoq5XDwyA;20
A34O0pCAQ60;17
3kerBt7kuBU;26
Nt3shY9FGDI;24
a7NJ6Gek9v4;22
JnepCulEQOo;2
HorugBalutw;23
ycuMyyqBWQY;22
6jxRnodaKzE;24
2NpetP71B1o;19
-yMXWp-Fh3g;26
WArjc_PF2b4;25
Ah7ldw_WmtE;23
CRnCh-Y-kwM;25
Klfho60budI;24
sujW2qs0DzE;1
CMA2iF6RuXk;17
tRbHXZvVMbM;25
h22kNL89csk;27
dDZoGcQVjJg;28
2kfIkm5qVsQ;10
wjj2upnfBI0;10
47_BVBakJqY;20
UWz4LPyoSw4;28
GxmDeU_4UlQ;27
PfLCyR6Efvw;10
Ddt0k3yU9Q8;20
v_Gdg-fEz6k;10
DH1G703mf7w;20
UCrMn3LLMVU;10
asiRHYuOP08;10
COeinmZMYaQ;24
YSVLsQ6VBdM;24
48SbgzxKW-E;25
266EI7hdjFs;24
za_7j4vSRyA;10
-l7TOYJZBtI;24
Y6sVQu-6uL0;22
Q1CFfU2gXHw;24
9D0eyl7-XQA;28
Z4qNw1dPuNI;22
Y5Zu1P4Hg3E;24
QOksZ8VogRw;10
trWLY6NrS2Q;1
wrpeEitIEpA;1
VqcHUdHQ1u8;15
4Uhe7pNqCFo;24
rXqh6AcIb-c;23
xyXscDJSHD0;24
wYQcU5VXde8;24
_Ihg1_3-0os;10
UYDAgS2Mr6M;24
lpzJNwur6Zk;10
QLUXGKtRaEs;24
HnnRyhuX_jM;24
y86ymJNswlE;22
2jhwGiO5XJ8;24
Ps-nEyvsCKY;24
FApBWHvUzMs;23
jTyx-Ep_LBg;20
dfnCAmr569k;10
symdi5KSJts;24
6OcOO1k-vGE;10
AHwZBYCwxPY;10
LfeEu4_vtfQ;22
TBCD8PVL0Io;27
rplCCSqWXIY;15
cxMvzK2OQTw;23
ZhtQAeRH8XE;1
oWw1BcFhk-k;10
EBt_88nxG4c;10
s12qaVEyW14;24
lHxZlnj6yKQ;10
5SkwvwSydmk;24
PbRmbhdHDDM;24
vUiE_0GPqKE;10
icqp_XDH_BI;26
LN-m0Ci8MZ8;26
e15ZR6XG4Z8;23
LqU9CdPs6ek;22
mniFYSyH7HE;24
L9FBI1kOEHo;28
mJt1O3q0zKc;17
JQkjAhmvITI;28
ki-Afm4arC0;10
r4qSDOHeWjk;26
xuAH21DkJow;10
aliDVYH08pg;15
Bn02bclCu5A;24
jyNFL5t2A-U;25
aP0izmLk-Q8;24
Vf76O7y-7pk;10
VlOq_4lmpzE;24
XrvedhkDN5A;22
pjaEEzjd9iw;25
k5wc9V7ggVg;24
goP4Z5wyOlM;25
INRXOIgmNUU;22
rtJ7JTApIfM;25
ogYum4kWXgk;24
QRq0pkr2TWM;24
C3_spbo8eVc;10
-1Hm41N0dUs;23
GyDq6ZD4VBo;25
Ii3Rr4-Pxow;26
DgOUdtUlL24;26
D4pdh0eTsxw;26
_r9GPgvN8As;24
gYYMnkoFtjM;24
4FEcHK-c2VE;22
x8eLIJAM58M;24
i8qukld8Z18;23
s_LxZx42sIk;27
DgY_Q3jE0BM;24
-t1q78GYNww;26
N-XXZ01aWvw;24
2kpJ4GbVvNc;1
3rhw4KgcvFM;24
QOdVw75Vbv4;24
H6tRAXugvHI;17
mlCflbej6EM;1
VwIXMm0a_t0;17
H7gh2fmdjCU;10
8QCxV--St8o;10
N0eu6U9PSbM;23
oqbmlVa7Nag;25
wgqY-ojvNUQ;23
um-1fAVU1OQ;28
UUDaCU3SHqI;17
EwIe8nLwZMY;24
9bdXZzQvb0U;24
rRr1qiJRsXk;24
IOuFE-6Awos;24
gu9_m0vm7fM;10
lWHZKP6xXHU;1
QsLmJq8cHlA;24
RdAJZJd_O2E;22
2v34qDKvLqM;23
F8JCh0owT4w;28
OTVF8zFIyyQ;24
jgshHi6XjJ0;17
mQdBJGlnQYs;24
FhhlMSpvCQE;26
BR7AnZ3S8u8;25
Tn8hOPeAnIM;22
K1uiJIl614c;23
nQ1aD_3igFE;1
WLeUt-jBE4Y;23
qK8AcryiniI;25
w8vsuOXZBXc;10
0gW9EnfWzDw;23
bwlEaGiO9Zw;23
RxvcH25WThg;17
Q3jege0p0dQ;24
nkcy2nyPFDE;22
MowKgO0IeyU;24
r87aoVq4gZg;17
Vm-avsAjrIo;17
zq0T7ye-Pn4;24
wV7RsaTY228;27
GAU7Reme8VQ;26
vjI4Alon-3Q;10
mzB1VGEGcSU;24
W3FH1scDhfA;28
Q1TXk7ZdiQE;24
r3J784MSRyQ;28
8iFGgfJiLsg;10
anDIlMVgNwk;28
AhIh8lLYzLo;2
_C14eXiZQWo;24
6nJw-jPQYVI;24
KyQyz2upSgY;23
OvHskUT3XTI;22
F4Q3kWZ369A;10
p55AlBd8XDU;10
8WZuk8KXC5M;20
DKk5eDqZDKk;10
UhiXEgqhBWs;10
_JhaVNJb3ag;15
qc_z4a00cCQ;17
wfWIs2gFTAM;10
FKA-Jy6nuE0;10
ctx4YBEdOxo;28
mD4jp2HHu0g;1
zUofr5WcdSM;17
Ept29ceiVfk;1
zT4DJKkN_Do;24
Y1GgsGcuk7U;15
n47bRyBKjsw;26
4SvJgnhnUag;26
JpR_JaVguBk;24
3rkXFyt7EXw;10
Bm8rz-llMhE;10
97Gh0LRdKu4;24
aY-0uBIYYKk;28
U0hAC8O7RoI;2
dx0jvrlV_EQ;10
jziRzx_rejw;25
vfHd8MF0ExU;24
J3ue35ago3Y;20
3j4ay18xokg;25
VuyaBA4h4uk;20
X41ArlJVNYc;23
2MiQonPvlVM;10
zVc-K1kKkVk;10
VEoOuF_cN0Q;10
zUrDUxh5xS0;27
pT5XvFLmzMU;23
PeYARbPHcvk;20
w9JrUVI_h4I;1
WKfVxoPO_Qc;25
VbunGI4fryc;15
pzPtlmzwajA;25
W187SzNVGvc;10
ONI_06wGbsQ;24
Oyf5o1zWMd0;10
UieloIkLnnw;15
seplheZ6d7M;23
JNlOVdTQEIM;24
sXe2fzd8als;24
givBfOQ47OE;23
4HU6Z7anycw;24
TX0UsGn0GPc;24
NVCqz2BDfcQ;10
7xhxjcejONk;28
GOALfmDp_Dg;24
LPsRp7uUXUk;25
pykyNOEVqCU;10
ip_r4y-23JM;22
24HFgBQawWA;10
UmHVoBKLw68;19
ZEqWh6fl_sA;25
wJ5bOg46D7Y;26
ZR47jsUqUzo;24
2X9eJF1nLiY;28
VA_P3p7MI98;17
z1Fvrmf4BXc;24
